file,label
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/651_W010.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/019_W007.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/695_M005.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/279_M134.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/218_M011.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/610_W100.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/180_M007.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/653_M123.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/447_M034.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/205_W135.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/771_W027.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/961_W007.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/742_M010.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/286_M134.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/755_M011.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/083_W015.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/440_M137.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/876_M025.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/472_W028.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/163_M005.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/536_W037.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/785_W133.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/188_W031.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/193_W032.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/473_W028.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/553_W040.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/304_M019.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/836_W037.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/474_W028.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/177_W133.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/759_W025.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/727_M008.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/017_W006.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/459_W025.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/941_W100.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/252_M014.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/598_W116.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/912_M031.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/054_M117.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/777_M013.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/257_W042.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/142_W025.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/641_W008.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/925_M136.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/360_W012.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/371_W013.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/767_M012.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/985_W131.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/582_M117.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/454_W024.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/955_M138.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/645_W009.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/607_W100.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/185_M008.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/178_W133.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/650_W010.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/922_M135.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/451_M138.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/682_M004.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/469_W027.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/482_W133.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/397_W017.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/358_M025.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/707_M007.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/008_W101.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/698_W016.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/923_M135.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/901_M029.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/741_M010.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/121_W021.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/918_W112.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/543_M141.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/174_W029.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/487_W031.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/807_M133.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/902_M029.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/835_W036.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/416_M030.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/265_W111.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/629_W006.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/979_M038.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/266_M014.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/039_M114.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/120_W021.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/132_W023.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/476_W029.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/024_M113.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/626_M121.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/270_M015.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/065_W005.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/057_W012.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/335_M022.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/365_M026.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/374_M026.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/890_W110.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/293_W100.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/885_W042.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/537_W136.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/577_W110.mp4,deepfake
DeeperForensics-1.0/manipulated_videos/reenact_postprocess/584_M118.mp4,deepfake
FaceForensics++/original_sequences/youtube/c23/videos/651.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/019.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/695.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/279.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/218.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/610.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/180.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/653.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/447.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/205.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/771.mp4,real
FaceForensics++/original_sequences/youtube/c23/videos/961.mp4,real
